/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_264.jpg,0,0,0,4.33962
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_264_flipped.jpg,-0.0,-0.0,-0.0,-4.33962
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_342.jpg,0,0,0,4.304745
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_342_flipped.jpg,-0.0,-0.0,-0.0,-4.304745
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_428.jpg,0,0,0,4.27015
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_428_flipped.jpg,-0.0,-0.0,-0.0,-4.27015
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_497.jpg,0,0,0,4.235832
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_497_flipped.jpg,-0.0,-0.0,-0.0,-4.235832
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_570.jpg,0,0,0,4.210276
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_570_flipped.jpg,-0.0,-0.0,-0.0,-4.210276
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_649.jpg,0,0,0,4.17644
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_649_flipped.jpg,-0.0,-0.0,-0.0,-4.17644
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_725.jpg,0,0,0,4.142875
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_725_flipped.jpg,-0.0,-0.0,-0.0,-4.142875
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_798.jpg,0,0,0,4.109581
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_798_flipped.jpg,-0.0,-0.0,-0.0,-4.109581
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_876.jpg,0,0,0,4.076554
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_876_flipped.jpg,-0.0,-0.0,-0.0,-4.076554
/Users/wsgreen/Documents/udacity/sdc/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_05_11_23_10_00_945.jpg,0,0,0,4.051959
